stop_I,lat,lon,name,city_center
699,48.087049,-1.694605,Pressoirs,0
700,48.093537,-1.704339,Dominos,0
701,48.093433,-1.70457,Dominos,0
702,48.068729,-1.697896,Vallon,0
703,48.082518,-1.712313,Jean Jaurès,0
704,48.082821,-1.713051,Jean Jaurès,0
705,48.075278,-1.729484,Auriol,0
706,48.07518,-1.729388,Auriol,0
707,48.090501,-1.69494,25 Fusillés,0
708,48.069881,-1.703231,Mivoie,0
709,48.092241,-1.697691,Jean Pont,0
710,48.092069,-1.698122,Jean Pont,0
711,48.02471,-1.757238,Haut Launay,0
712,48.025619,-1.760676,Rabine,0
713,48.029342,-1.758019,Vert Buisson,0
714,48.033686,-1.765896,Cicé Blossac,0
715,48.031275,-1.759442,Gavrinis,0
716,48.041413,-1.754424,Croix Madame,0
717,48.044622,-1.746502,Schuman,0
718,48.047249,-1.741955,Coeur de Campus,0
719,48.049424,-1.740454,Etangs,0
720,48.052679,-1.73829,Lande du Pont,0
721,48.054937,-1.739708,Porte de Ker-Lann,0
722,48.052844,-1.73842,Lande du Pont,0
723,48.049376,-1.740727,Etangs,0
724,48.047427,-1.742103,Coeur de Campus,0
725,48.044534,-1.746319,Schuman,0
726,48.040345,-1.755243,Croix Madame,0
727,48.0312,-1.759598,Gavrinis,0
728,48.029465,-1.757995,Vert Buisson,0
729,48.02575,-1.76091,Rabine,0
730,48.024584,-1.757229,Haut Launay,0
731,48.034154,-1.723867,Doublé,0
732,48.005026,-1.77502,Pont-Réan,0
733,48.034888,-1.724811,Doublé,0
734,48.008586,-1.773845,Croix Vaisserelle,0
735,48.024043,-1.761602,Rabine,0
736,48.021416,-1.752313,Noë,0
737,48.019493,-1.744988,Epalet,0
738,48.023814,-1.736056,Pasteur,0
739,48.02629,-1.734494,Bobinais,0
740,48.030226,-1.734384,Champ Niguel,0
741,48.032956,-1.733031,Lavoisier,0
742,48.033269,-1.733105,Lavoisier,0
743,48.028337,-1.73564,Champ Niguel,0
744,48.025982,-1.734563,Bobinais,0
745,48.023636,-1.736267,Pasteur,0
746,48.019598,-1.744633,Epalet,0
747,48.021674,-1.752317,Noë,0
748,48.023807,-1.761964,Rabine,0
749,48.009141,-1.773283,Croix Vaisserelle,0
750,48.004724,-1.775265,Pont-Réan,0
751,48.023484,-1.743371,Bruz Centre,0
752,48.029314,-1.719086,Mare de la Salle,0
753,48.029242,-1.719642,Mare de la Salle,0
754,48.023379,-1.742999,Bruz Centre,0
755,48.035782,-1.723214,Doublé,0
756,48.029045,-1.752705,Bruz Gare,0
757,48.022989,-1.743824,Bruz Centre,0
758,48.024146,-1.752978,Châteliers,0
759,48.024186,-1.75284,Châteliers,0
760,48.035213,-1.757358,Corbières,0
761,48.03503,-1.757375,Corbières,0
762,48.177029,-1.651134,Champ Devant,0
763,48.179301,-1.651047,Omblais,0
764,48.180722,-1.651937,Brocéliande,0
765,48.183007,-1.646075,Trégor,0
766,48.181894,-1.641783,Betton Mairie,0
767,48.181123,-1.637898,Betton Centre,0
768,48.18021,-1.634936,Haye Renaud Gare,0
769,48.176154,-1.637359,Marronniers,0
770,48.172332,-1.637445,Housset,0
771,48.17135,-1.642053,Enseigne Abbaye,0
772,48.161724,-1.647868,Betton Vallée,0
773,48.162059,-1.647356,Betton Vallée,0
774,48.171155,-1.641673,Enseigne Abbaye,0
